cycle,price_wheat,price_rice,price_corn,price_water,price_labor,price_kernels,alive,deaths,gini_gold,total_money,avg_gold,max_gold,min_gold,avg_food,mean_capitalism,mean_survivalism,mean_sustainability,std_capitalism,std_survivalism,std_sustainability,unit_injected,unit_absorbed,unit_net,unit_processing,unit_kernels,bank_loaned,bank_interest_collected,bank_deposit_interest,landlords,bank_owned_land,foreclosures
436,44.735,3.7,22.821,3.323,4.847,210.0,100,0,0.8423,28973.66,46.94,1233.47,-5.68,34.3,0.138,0.054,-0.025,0.216,0.177,0.167,358.39,0.0,358.39,2.2,5599,162.77,172.3,27639.96,48,459,459
437,45.223,3.633,23.544,3.233,5.285,210.0,100,0,0.8326,28635.68,44.75,1186.26,-4.0,34.3,0.141,0.052,-0.027,0.217,0.175,0.165,335.48,0.0,335.48,2.1,5592,440.0,189.34,27923.05,48,459,459
438,45.445,3.534,24.61,3.441,5.708,210.0,100,0,0.8366,27542.97,35.17,652.14,-4.0,35.5,0.136,0.049,-0.028,0.217,0.172,0.161,593.31,1155.0,-561.69,3.6,5595,315.0,73.78,28208.51,48,459,459
439,46.205,3.583,24.737,3.54,5.474,206.826,100,0,0.8301,25704.67,45.08,616.21,-4.0,36.6,0.145,0.059,-0.045,0.229,0.167,0.173,1119.75,0.0,1119.75,6.5,5632,235.0,81.04,28492.59,48,459,459
440,43.378,3.464,25.811,3.391,5.45,210.0,100,0,0.8412,26697.77,44.85,549.27,-4.0,35.8,0.144,0.06,-0.044,0.225,0.165,0.176,987.0,455.42,531.58,5.7,5659,439.0,90.75,28785.84,48,460,460
441,44.508,3.798,24.982,3.453,4.779,210.0,100,0,0.7983,27260.9,48.38,458.65,-4.0,35.8,0.144,0.06,-0.052,0.22,0.158,0.18,469.77,0.1,469.67,2.6,5657,480.54,92.33,29079.43,48,460,460
442,45.213,3.963,23.855,3.201,4.392,210.0,100,0,0.7823,27648.34,47.84,501.0,-4.0,34.8,0.136,0.058,-0.05,0.214,0.157,0.182,472.14,231.0,241.14,2.7,5655,206.59,70.54,29374.09,48,460,460
443,44.791,4.124,24.566,3.04,4.795,210.0,100,0,0.8052,29675.7,56.63,1204.95,-4.0,33.7,0.141,0.062,-0.05,0.209,0.156,0.172,768.11,0.0,768.11,4.6,5673,1443.16,143.38,29679.39,48,461,461
444,44.624,4.13,25.625,3.149,5.229,210.0,100,0,0.8443,32034.94,71.79,2585.94,-4.0,32.4,0.136,0.061,-0.049,0.202,0.155,0.171,498.68,0.3,498.38,2.9,5674,1863.43,191.18,29982.15,48,461,461
445,42.907,4.08,22.368,3.291,5.697,210.0,100,0,0.8488,30889.76,60.96,2466.94,-4.0,33.0,0.135,0.051,-0.057,0.203,0.156,0.158,233.19,462.0,-228.81,1.3,5657,115.02,175.18,30289.56,47,461,461
446,40.197,3.688,23.245,3.377,6.201,209.398,100,0,0.9212,34244.07,84.13,5230.93,-4.0,31.4,0.13,0.049,-0.056,0.198,0.155,0.154,391.45,0.0,391.45,2.5,5654,3064.6,282.79,30600.28,47,461,461
447,41.419,3.566,24.708,3.504,6.402,210.0,100,0,0.9271,34214.01,75.91,4994.92,-4.0,30.7,0.128,0.049,-0.059,0.197,0.152,0.151,276.6,230.34,46.26,1.7,5642,235.0,302.18,30913.63,47,461,461
448,40.879,3.352,21.983,3.381,6.037,210.0,100,0,0.9207,34344.22,72.93,4758.92,-4.0,30.0,0.123,0.048,-0.059,0.197,0.151,0.152,363.23,1.4,361.83,2.1,5635,110.0,319.02,31226.91,47,461,461
449,39.559,3.679,22.775,3.242,6.568,210.0,100,0,0.9137,33304.63,71.05,4438.3,-4.0,29.8,0.131,0.046,-0.059,0.189,0.147,0.172,584.76,0.0,584.76,3.8,5645,250.0,289.71,31546.52,47,461,461
450,39.365,3.421,24.494,3.553,7.14,210.0,100,0,0.9119,33984.94,70.23,4202.29,-5.6,28.3,0.126,0.047,-0.06,0.188,0.145,0.172,557.97,0.0,557.97,3.5,5652,531.16,311.35,31870.13,47,461,461
451,40.891,3.643,24.654,3.022,7.757,210.0,100,0,0.8378,31203.88,49.03,1560.21,-4.0,30.0,0.13,0.044,-0.064,0.199,0.144,0.173,171.46,2310.0,-2138.54,1.0,5624,288.64,342.22,32186.96,47,461,461
452,39.193,3.417,25.496,3.186,8.422,208.707,100,0,0.7827,30216.37,32.37,328.12,-4.0,31.2,0.138,0.043,-0.061,0.204,0.144,0.169,414.18,1.0,413.18,2.4,5620,133.9,318.69,32528.14,47,461,461
453,40.34,3.365,25.087,3.362,8.314,210.0,100,0,0.8434,30323.74,35.61,596.03,-4.0,31.2,0.141,0.041,-0.068,0.198,0.144,0.154,642.5,0.0,642.5,3.6,5628,360.0,291.54,32856.77,47,461,461
454,37.829,3.844,24.082,3.207,9.022,210.0,100,0,0.8352,30273.8,41.09,800.63,-3.61,32.2,0.147,0.042,-0.071,0.193,0.14,0.157,316.09,0.0,316.09,1.8,5618,268.98,294.05,33181.84,47,462,462
455,39.377,4.059,25.49,3.338,9.786,210.0,100,0,0.8166,31389.57,62.31,1099.9,-3.58,32.5,0.15,0.041,-0.071,0.199,0.138,0.161,1854.26,3.3,1850.96,11.0,5700,359.61,306.4,33510.73,47,462,462
456,38.896,3.539,25.152,3.449,9.65,189.13,100,0,0.8012,32329.61,50.61,771.72,-3.58,31.4,0.148,0.038,-0.071,0.203,0.139,0.16,588.82,231.5,357.32,3.3,5704,840.83,116.39,33868.16,47,462,462
457,36.625,3.752,22.598,3.179,9.517,203.712,100,0,0.8312,31898.84,59.75,1228.45,-4.0,32.8,0.152,0.046,-0.076,0.211,0.137,0.16,1179.59,208.04,971.55,6.7,5742,760.48,121.21,34212.7,47,462,462
458,36.461,3.747,23.236,3.372,8.454,210.0,100,0,0.8404,31614.8,56.23,1261.27,-4.0,31.5,0.154,0.047,-0.077,0.214,0.135,0.162,189.82,224.08,-34.26,1.2,5725,171.88,102.8,34558.24,47,462,462
459,37.003,3.912,23.292,3.424,8.621,210.0,100,0,0.7841,31334.65,47.64,438.73,-4.0,30.7,0.163,0.047,-0.077,0.205,0.132,0.159,764.49,231.8,532.69,4.7,5743,487.66,95.45,34921.07,47,462,462
460,39.429,4.015,24.101,3.713,7.897,205.968,100,0,0.7929,31708.36,44.35,481.43,-5.08,31.5,0.166,0.045,-0.076,0.199,0.129,0.161,538.03,0.2,537.83,3.3,5748,140.33,77.96,35279.24,47,462,462
461,38.875,4.476,24.355,3.4,7.283,210.0,100,0,0.811,33469.71,61.64,1041.98,-5.08,28.9,0.166,0.043,-0.073,0.195,0.128,0.162,1062.87,2.3,1060.57,6.3,5782,589.43,95.4,35629.64,47,462,462
462,39.612,4.249,24.25,3.473,7.911,210.0,100,0,0.8205,32428.26,64.01,908.67,-3.24,29.6,0.161,0.041,-0.079,0.191,0.126,0.165,221.65,231.3,-9.65,1.3,5766,450.0,187.47,35985.76,47,462,462
463,40.078,4.408,25.536,3.428,7.813,210.0,100,0,0.8031,30794.38,60.86,847.94,-3.24,31.4,0.173,0.038,-0.074,0.186,0.123,0.162,628.1,0.0,628.1,3.7,5774,209.65,166.22,36355.36,47,462,462
464,38.965,3.919,25.186,3.569,7.514,210.0,100,0,0.8223,31464.59,56.43,845.92,-3.24,29.8,0.168,0.038,-0.074,0.189,0.122,0.161,625.64,231.0,394.64,3.5,5779,202.3,137.02,36727.49,47,462,462
465,41.085,3.864,26.527,3.448,7.6,210.0,100,0,0.8027,30010.35,47.42,567.29,-3.24,32.1,0.165,0.044,-0.061,0.184,0.118,0.173,476.01,693.0,-216.99,2.7,5774,211.06,149.84,37102.02,47,462,462
466,40.934,3.784,25.075,3.394,8.253,210.0,100,0,0.8053,30495.68,39.24,538.62,-4.0,31.0,0.156,0.042,-0.057,0.184,0.117,0.171,1206.98,462.0,744.98,6.5,5808,25.0,126.59,37487.37,47,462,462
467,36.095,3.642,25.931,3.35,7.339,210.0,100,0,0.8077,30944.75,35.49,437.62,-2.0,29.8,0.157,0.042,-0.056,0.183,0.118,0.17,193.07,0.0,193.07,1.1,5790,140.0,103.55,37867.77,47,462,462
468,35.132,3.526,23.522,3.143,6.533,210.0,100,0,0.7847,30698.81,37.76,400.29,-2.0,29.9,0.159,0.04,-0.06,0.187,0.116,0.171,490.11,0.3,489.81,2.7,5788,67.2,87.94,38247.93,47,462,462
469,34.764,4.017,22.418,3.278,5.822,210.0,100,0,0.7841,30758.72,32.28,399.29,-3.06,31.2,0.169,0.043,-0.06,0.176,0.115,0.16,296.36,232.1,64.26,1.8,5776,447.72,97.64,38640.06,47,462,462
470,36.417,4.061,22.988,3.178,5.575,210.0,100,0,0.8596,30609.54,41.83,850.11,-4.0,30.5,0.163,0.044,-0.061,0.166,0.115,0.16,329.57,0.2,329.37,2.1,5769,120.73,125.72,39019.45,47,462,462
471,33.7,3.945,23.008,3.196,4.977,210.0,100,0,0.845,28846.76,35.8,594.79,-4.0,31.9,0.15,0.049,-0.053,0.171,0.118,0.158,354.02,0.1,353.92,2.2,5763,151.1,50.3,39419.88,47,462,462
472,31.943,4.04,22.369,3.474,4.45,210.0,100,0,0.8147,27845.95,36.35,538.79,-4.0,31.8,0.158,0.05,-0.055,0.173,0.12,0.158,161.07,1.5,159.57,1.0,5745,365.02,82.31,39816.91,47,462,462
473,30.976,4.147,22.766,3.37,4.857,210.0,100,0,0.788,27263.24,32.26,355.42,-4.0,34.8,0.16,0.05,-0.042,0.174,0.12,0.185,579.34,693.0,-113.66,3.7,5751,137.64,85.74,40219.02,47,462,462
474,32.969,3.771,23.904,3.592,4.82,210.0,100,0,0.7935,28034.62,29.55,293.35,-4.0,31.7,0.155,0.05,-0.04,0.174,0.119,0.185,478.09,0.0,478.09,3.0,5753,240.0,89.78,40629.14,47,462,462
475,32.322,3.909,22.799,3.17,4.311,210.0,100,0,0.7924,28073.19,34.49,358.9,-6.0,31.5,0.149,0.046,-0.033,0.171,0.118,0.183,184.07,0.1,183.97,1.1,5736,324.62,99.39,41033.69,47,462,462
476,35.813,4.082,22.849,3.255,3.939,210.0,100,0,0.7997,28027.09,45.49,445.85,-4.0,30.7,0.155,0.048,-0.034,0.173,0.119,0.186,973.5,1.5,972.0,6.1,5769,90.0,73.75,41442.68,46,462,462
477,34.661,3.921,22.125,3.35,3.92,210.0,100,0,0.7651,28859.57,47.68,439.81,-4.0,29.3,0.148,0.049,-0.029,0.165,0.115,0.184,479.82,0.0,479.82,3.0,5771,532.52,101.07,41863.7,46,462,462
478,33.216,3.663,21.517,3.806,3.398,210.0,100,0,0.7882,29796.72,43.85,437.81,-6.0,28.6,0.147,0.051,-0.028,0.164,0.117,0.171,619.48,0.2,619.28,4.0,5782,265.0,90.6,42293.68,46,462,462
479,35.318,3.855,20.22,3.782,3.723,210.0,100,0,0.7838,29285.12,42.56,607.53,-6.0,28.7,0.147,0.058,-0.031,0.177,0.123,0.177,225.93,0.0,225.93,1.5,5769,70.0,98.33,42718.7,46,462,462
480,33.09,4.137,20.399,4.005,3.891,210.0,100,0,0.7896,28970.24,43.21,600.36,-6.0,29.3,0.149,0.055,-0.032,0.177,0.122,0.178,452.92,0.0,452.92,3.2,5772,220.0,69.07,43150.77,46,462,462
481,34.988,4.216,19.341,3.88,3.492,210.0,100,0,0.7901,29434.41,47.08,625.51,-6.0,27.9,0.145,0.057,-0.035,0.179,0.123,0.171,328.41,233.2,95.21,2.3,5766,285.54,72.2,43580.6,46,462,462
482,36.215,4.192,19.689,3.64,3.486,210.0,100,0,0.7712,28347.4,47.64,607.33,-6.0,28.3,0.142,0.055,-0.036,0.181,0.124,0.17,108.32,0.9,107.42,0.8,5746,165.0,92.06,44012.14,46,462,462
483,36.17,4.008,20.788,3.73,3.476,210.0,100,0,0.771,28461.66,49.07,436.87,-5.69,29.3,0.138,0.048,-0.039,0.174,0.121,0.165,565.06,0.0,565.06,4.1,5759,200.0,95.13,44457.48,46,462,462
484,36.563,3.753,19.121,3.633,3.901,210.0,100,0,0.7282,27420.99,43.62,389.22,-5.67,31.8,0.137,0.053,-0.051,0.182,0.128,0.175,174.62,231.5,-56.88,1.2,5742,254.19,119.26,44908.73,46,462,462
485,37.902,3.578,20.018,3.56,4.265,210.0,100,0,0.7536,28327.38,46.1,484.97,-7.67,29.6,0.139,0.053,-0.056,0.183,0.127,0.173,495.24,231.1,264.14,3.7,5750,628.78,173.12,45362.05,46,463,463
486,40.964,3.955,18.36,3.697,4.24,210.0,100,0,0.7559,28233.14,41.96,437.25,-4.0,30.9,0.135,0.054,-0.067,0.198,0.13,0.177,126.11,0.4,125.71,0.9,5731,430.0,151.46,45823.47,46,463,463
487,42.836,3.882,18.377,3.69,4.215,210.0,100,0,0.7114,27817.48,40.84,289.54,-2.0,32.0,0.132,0.052,-0.064,0.199,0.13,0.176,989.6,232.3,757.3,7.7,5778,240.0,165.28,46290.0,46,463,463
488,41.688,4.039,18.381,3.656,3.778,210.0,100,0,0.7394,27778.04,44.67,412.45,-2.0,32.2,0.133,0.052,-0.067,0.205,0.127,0.171,694.66,231.5,463.16,5.4,5802,280.0,135.96,46755.07,46,463,463
489,40.351,3.989,18.998,3.408,4.133,210.0,100,0,0.7352,26444.04,41.08,400.45,-2.0,36.1,0.138,0.047,-0.065,0.222,0.134,0.166,656.23,0.0,656.23,5.1,5824,65.14,118.39,47232.65,46,463,463
490,41.858,3.955,18.356,3.705,4.11,210.0,100,0,0.765,27959.03,47.77,451.17,-4.0,33.6,0.141,0.047,-0.065,0.217,0.132,0.158,1236.81,1.1,1235.71,9.3,5888,245.0,120.78,47711.14,46,463,463
491,43.498,3.77,17.617,3.568,4.401,210.0,100,0,0.7128,28022.96,43.26,398.45,-4.0,34.7,0.151,0.048,-0.063,0.215,0.126,0.155,167.05,232.3,-65.25,1.3,5871,691.23,109.5,48197.69,45,463,463
492,42.353,3.687,18.252,3.553,4.804,210.0,100,0,0.762,28008.16,41.09,609.17,-4.0,35.3,0.162,0.05,-0.059,0.217,0.126,0.154,308.3,1.1,307.2,2.5,5867,553.92,140.43,48689.02,45,463,463
493,43.783,3.986,18.275,3.709,5.239,210.0,100,0,0.7702,28066.37,37.62,558.17,-4.0,35.4,0.161,0.049,-0.054,0.21,0.128,0.155,344.95,0.7,344.25,2.7,5865,195.0,129.62,49183.09,45,463,463
494,41.3,3.962,18.642,3.771,5.343,210.0,100,0,0.7665,27863.49,37.0,360.67,-4.0,35.9,0.172,0.05,-0.048,0.208,0.126,0.148,358.17,0.5,357.67,2.8,5864,430.0,98.26,49682.33,45,463,463
495,40.763,4.06,19.387,3.823,5.82,210.0,100,0,0.7863,27833.2,35.78,340.43,-4.0,36.7,0.191,0.038,-0.045,0.202,0.14,0.145,247.94,0.0,247.94,1.9,5854,409.08,104.36,50185.68,45,463,463
496,41.022,3.987,20.26,3.812,5.954,210.0,100,0,0.8104,28173.03,37.83,434.61,-4.0,36.3,0.189,0.034,-0.045,0.209,0.149,0.143,366.41,231.9,134.51,2.7,5851,550.0,101.71,50691.03,45,463,463
497,38.573,4.06,21.753,3.313,6.478,208.908,100,0,0.7881,29050.08,52.03,443.4,-4.0,35.0,0.195,0.035,-0.044,0.216,0.148,0.144,1517.46,0.0,1517.46,10.7,5929,350.0,102.49,51201.6,45,463,463
498,35.831,3.801,22.179,3.301,6.812,210.0,100,0,0.8086,29241.37,44.22,741.21,-2.0,33.6,0.191,0.027,-0.049,0.223,0.155,0.144,395.91,459.6,-63.69,2.6,5924,717.1,126.95,51725.5,45,463,463
499,38.45,4.326,21.599,3.326,7.403,210.0,100,0,0.8084,29267.03,46.76,525.13,-3.08,33.9,0.189,0.026,-0.049,0.226,0.154,0.141,419.17,0.0,419.17,2.7,5922,550.0,123.08,52248.66,45,463,463
